Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote, 2021,2021_lower, 2021_upper, 2021_Footnote, 2022,2022_lower, 2022_upper, 2022_Footnote, 2023,2023_lower, 2023_upper, 2023_Footnote
Brazil,150 000 ,140 000 , 160 000,,170 000 ,160 000 , 180 000,,180 000 ,170 000 , 200 000,,200 000 ,190 000 , 210 000,,220 000 ,200 000 , 230 000,,230 000 ,220 000 , 250 000,,240 000 ,230 000 , 260 000,,270 000 ,250 000 , 280 000,,290 000 ,270 000 , 310 000,,320 000 ,300 000 , 340 000,,350 000 ,330 000 , 370 000,,380 000 ,350 000 , 400 000,,410 000 ,380 000 , 430 000,,440 000 ,410 000 , 460 000,,460 000 ,430 000 , 490 000,,490 000 ,460 000 , 520 000,,520 000 ,490 000 , 550 000,,550 000 ,510 000 , 580 000,,580 000 ,540 000 , 620 000,,610 000 ,560 000 , 650 000,,640 000 ,590 000 , 680 000,,670 000 ,620 000 , 710 000,,690 000 ,640 000 , 740 000,,720 000 ,670 000 , 770 000,,750 000 ,690 000 , 800 000,,770 000 ,720 000 , 830 000,,800 000 ,740 000 , 860 000,,830 000 ,770 000 , 890 000,,860 000 ,790 000 , 920 000,,890 000 ,820 000 , 950 000,,910 000 ,840 000 , 980 000,,940 000 ,870 000 , 1 000 000,,970 000 ,900 000 , 1 000 000,,1 000 000 ,930 000 , 1 100 000,
Brunei Darussalam,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Bulgaria,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1000,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1200,,1100 ,<1000 , 1300,,1100 ,<1000 , 1300,,1200 ,<1000 , 1400,,1200 ,1000 , 1400,,1300 ,1100 , 1500,,1300 ,1100 , 1500,,1400 ,1100 , 1600,,1400 ,1200 , 1600,,1500 ,1200 , 1700,,1500 ,1300 , 1700,,1600 ,1300 , 1800,,1600 ,1400 , 1900,,1700 ,1400 , 1900,,1800 ,1500 , 2000,,1800 ,1500 , 2100,,1900 ,1600 , 2100,,2000 ,1700 , 2200,,2100 ,1800 , 2400,,2200 ,1900 , 2500,,2300 ,2000 , 2600,,2500 ,2100 , 2800,,2600 ,2200 , 2900,,2700 ,2300 , 3000,,2800 ,2400 , 3200,,3000 ,2500 , 3400,,3100 ,2600 , 3500,,3200 ,2700 , 3700,,3400 ,2800 , 3900,,3600 ,3000 , 4200,,3800 ,3200 , 4400,
Burkina Faso,120 000 ,74 000 , 190 000,,130 000 ,82 000 , 200 000,,140 000 ,91 000 , 200 000,,140 000 ,100 000 , 200 000,,150 000 ,110 000 , 200 000,,150 000 ,110 000 , 200 000,,150 000 ,120 000 , 190 000,,150 000 ,120 000 , 190 000,,150 000 ,120 000 , 180 000,,150 000 ,120 000 , 180 000,,150 000 ,120 000 , 170 000,,140 000 ,120 000 , 170 000,,140 000 ,120 000 , 160 000,,130 000 ,110 000 , 160 000,,130 000 ,110 000 , 150 000,,130 000 ,110 000 , 150 000,,130 000 ,110 000 , 150 000,,120 000 ,110 000 , 140 000,,120 000 ,110 000 , 140 000,,120 000 ,100 000 , 140 000,,120 000 ,100 000 , 140 000,,120 000 ,100 000 , 140 000,,120 000 ,100 000 , 130 000,,110 000 ,100 000 , 130 000,,110 000 ,98 000 , 130 000,,110 000 ,97 000 , 130 000,,110 000 ,96 000 , 120 000,,110 000 ,94 000 , 120 000,,110 000 ,93 000 , 120 000,,100 000 ,91 000 , 120 000,,100 000 ,89 000 , 120 000,,99 000 ,88 000 , 110 000,,97 000 ,86 000 , 110 000,,95 000 ,84 000 , 110 000,
Burundi,120 000 ,61 000 , 200 000,,130 000 ,74 000 , 200 000,,150 000 ,88 000 , 210 000,,120 000 ,74 000 , 160 000,,160 000 ,110 000 , 200 000,,150 000 ,110 000 , 190 000,,140 000 ,100 000 , 170 000,,130 000 ,110 000 , 160 000,,130 000 ,110 000 , 160 000,,130 000 ,110 000 , 150 000,,120 000 ,100 000 , 140 000,,120 000 ,98 000 , 130 000,,110 000 ,94 000 , 130 000,,110 000 ,92 000 , 120 000,,100 000 ,90 000 , 120 000,,100 000 ,88 000 , 110 000,,97 000 ,86 000 , 110 000,,95 000 ,84 000 , 110 000,,94 000 ,84 000 , 110 000,,95 000 ,85 000 , 110 000,,94 000 ,84 000 , 110 000,,92 000 ,82 000 , 100 000,,91 000 ,81 000 , 100 000,,90 000 ,80 000 , 100 000,,89 000 ,80 000 , 100 000,,85 000 ,76 000 , 97 000,,84 000 ,75 000 , 95 000,,82 000 ,74 000 , 94 000,,83 000 ,74 000 , 95 000,,83 000 ,74 000 , 95 000,,82 000 ,74 000 , 94 000,,82 000 ,73 000 , 94 000,,82 000 ,73 000 , 94 000,,81 000 ,73 000 , 93 000,
Cabo Verde,<1000 ,<500 , 1000,,<1000 ,<500 , 1100,,<1000 ,<1000 , 1200,,<1000 ,<1000 , 1300,,1100 ,<1000 , 1400,,1200 ,<1000 , 1400,,1200 ,<1000 , 1500,,1300 ,<1000 , 1600,,1400 ,1000 , 1700,,1500 ,1100 , 1700,,1500 ,1200 , 1800,,1600 ,1300 , 1900,,1600 ,1300 , 2000,,1700 ,1400 , 2000,,1800 ,1500 , 2000,,1800 ,1600 , 2100,,1900 ,1600 , 2100,,1900 ,1700 , 2200,,2000 ,1800 , 2300,,2100 ,1900 , 2400,,2200 ,1900 , 2500,,2300 ,2000 , 2600,,2400 ,2100 , 2700,,2500 ,2200 , 2900,,2600 ,2400 , 3100,,2700 ,2500 , 3200,,2900 ,2600 , 3400,,3000 ,2700 , 3600,,3200 ,2900 , 3800,,3300 ,3000 , 4000,,3500 ,3100 , 4200,,3700 ,3200 , 4400,,3800 ,3300 , 4600,,4000 ,3400 , 4800,
Cambodia,<500 ,<500 , <500,,1500 ,1200 , 1700,,4500 ,3800 , 5200,,11 000 ,9100 , 12 000,,20 000 ,17 000 , 23 000,,33 000 ,28 000 , 38 000,,46 000 ,39 000 , 53 000,,59 000 ,50 000 , 67 000,,71 000 ,61 000 , 81 000,,79 000 ,68 000 , 90 000,,83 000 ,72 000 , 94 000,,85 000 ,74 000 , 96 000,,86 000 ,75 000 , 97 000,,85 000 ,75 000 , 97 000,,85 000 ,74 000 , 96 000,,84 000 ,74 000 , 95 000,,84 000 ,74 000 , 94 000,,83 000 ,73 000 , 93 000,,83 000 ,74 000 , 93 000,,84 000 ,74 000 , 93 000,,84 000 ,74 000 , 93 000,,84 000 ,74 000 , 93 000,,83 000 ,74 000 , 93 000,,83 000 ,73 000 , 92 000,,82 000 ,73 000 , 91 000,,81 000 ,72 000 , 91 000,,80 000 ,71 000 , 90 000,,79 000 ,71 000 , 90 000,,79 000 ,70 000 , 89 000,,78 000 ,69 000 , 88 000,,78 000 ,68 000 , 88 000,,77 000 ,67 000 , 88 000,,76 000 ,66 000 , 88 000,,76 000 ,65 000 , 87 000,
Cameroon,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Canada,31 000 ,25 000 , 35 000,,31 000 ,26 000 , 36 000,,32 000 ,26 000 , 36 000,,32 000 ,26 000 , 37 000,,32 000 ,27 000 , 37 000,,32 000 ,27 000 , 37 000,,33 000 ,27 000 , 37 000,,34 000 ,28 000 , 38 000,,35 000 ,29 000 , 40 000,,36 000 ,30 000 , 41 000,,37 000 ,31 000 , 42 000,,38 000 ,32 000 , 43 000,,40 000 ,33 000 , 45 000,,41 000 ,34 000 , 46 000,,42 000 ,35 000 , 48 000,,43 000 ,36 000 , 49 000,,44 000 ,37 000 , 50 000,,45 000 ,38 000 , 51 000,,46 000 ,39 000 , 52 000,,47 000 ,40 000 , 53 000,,49 000 ,41 000 , 55 000,,50 000 ,42 000 , 56 000,,51 000 ,43 000 , 58 000,,52 000 ,44 000 , 59 000,,54 000 ,45 000 , 61 000,,55 000 ,46 000 , 63 000,,57 000 ,47 000 , 65 000,,58 000 ,48 000 , 67 000,,60 000 ,50 000 , 69 000,,62 000 ,51 000 , 70 000,,63 000 ,52 000 , 72 000,,... ,... , ...,,... ,... , ...,,... ,... , ...,
Central African Republic,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Chad,36 000 ,20 000 , 68 000,,46 000 ,27 000 , 84 000,,55 000 ,34 000 , 96 000,,62 000 ,40 000 , 100 000,,70 000 ,48 000 , 110 000,,81 000 ,58 000 , 120 000,,87 000 ,65 000 , 130 000,,93 000 ,69 000 , 140 000,,98 000 ,74 000 , 140 000,,100 000 ,78 000 , 140 000,,100 000 ,81 000 , 150 000,,110 000 ,83 000 , 140 000,,110 000 ,84 000 , 140 000,,110 000 ,87 000 , 140 000,,110 000 ,89 000 , 140 000,,110 000 ,89 000 , 140 000,,110 000 ,90 000 , 140 000,,110 000 ,90 000 , 140 000,,110 000 ,91 000 , 140 000,,110 000 ,91 000 , 140 000,,110 000 ,92 000 , 140 000,,110 000 ,94 000 , 140 000,,110 000 ,95 000 , 140 000,,110 000 ,97 000 , 140 000,,110 000 ,96 000 , 140 000,,110 000 ,96 000 , 140 000,,110 000 ,96 000 , 140 000,,110 000 ,96 000 , 140 000,,110 000 ,97 000 , 140 000,,110 000 ,96 000 , 140 000,,110 000 ,96 000 , 140 000,,110 000 ,95 000 , 140 000,,110 000 ,95 000 , 140 000,,110 000 ,94 000 , 140 000,
Chile,2300 ,1700 , 2800,,3200 ,2600 , 3800,,4400 ,3600 , 5100,,5700 ,4800 , 6500,,7100 ,6000 , 7900,,8600 ,7400 , 9500,,10 000 ,8800 , 11 000,,12 000 ,10 000 , 13 000,,13 000 ,12 000 , 14 000,,15 000 ,13 000 , 16 000,,16 000 ,14 000 , 17 000,,18 000 ,16 000 , 19 000,,19 000 ,17 000 , 21 000,,21 000 ,18 000 , 22 000,,22 000 ,20 000 , 24 000,,24 000 ,21 000 , 26 000,,26 000 ,23 000 , 28 000,,28 000 ,25 000 , 30 000,,30 000 ,27 000 , 33 000,,33 000 ,29 000 , 36 000,,36 000 ,32 000 , 39 000,,39 000 ,34 000 , 43 000,,42 000 ,37 000 , 46 000,,46 000 ,40 000 , 50 000,,49 000 ,43 000 , 54 000,,53 000 ,46 000 , 58 000,,57 000 ,50 000 , 63 000,,62 000 ,54 000 , 68 000,,67 000 ,59 000 , 73 000,,73 000 ,64 000 , 79 000,,78 000 ,68 000 , 85 000,,82 000 ,72 000 , 90 000,,87 000 ,77 000 , 95 000,,91 000 ,81 000 , 100 000,
China,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Colombia,17 000 ,12 000 , 23 000,,23 000 ,17 000 , 32 000,,31 000 ,24 000 , 43 000,,40 000 ,31 000 , 55 000,,50 000 ,39 000 , 68 000,,60 000 ,47 000 , 83 000,,70 000 ,54 000 , 96 000,,80 000 ,61 000 , 110 000,,89 000 ,68 000 , 120 000,,97 000 ,74 000 , 130 000,,100 000 ,79 000 , 140 000,,110 000 ,83 000 , 140 000,,110 000 ,87 000 , 150 000,,120 000 ,90 000 , 150 000,,120 000 ,95 000 , 150 000,,130 000 ,98 000 , 160 000,,130 000 ,100 000 , 160 000,,130 000 ,110 000 , 170 000,,140 000 ,110 000 , 170 000,,140 000 ,110 000 , 170 000,,140 000 ,120 000 , 170 000,,150 000 ,120 000 , 170 000,,150 000 ,120 000 , 180 000,,160 000 ,130 000 , 180 000,,160 000 ,130 000 , 190 000,,170 000 ,140 000 , 200 000,,170 000 ,140 000 , 210 000,,180 000 ,150 000 , 220 000,,190 000 ,150 000 , 230 000,,200 000 ,160 000 , 250 000,,210 000 ,170 000 , 260 000,,220 000 ,180 000 , 280 000,,230 000 ,180 000 , 300 000,,230 000 ,190 000 , 310 000,
Comoros,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,
Congo,63 000 ,48 000 , 81 000,,69 000 ,53 000 , 87 000,,73 000 ,57 000 , 90 000,,76 000 ,60 000 , 94 000,,79 000 ,64 000 , 96 000,,81 000 ,66 000 , 98 000,,82 000 ,68 000 , 99 000,,82 000 ,69 000 , 97 000,,83 000 ,70 000 , 97 000,,82 000 ,70 000 , 96 000,,86 000 ,73 000 , 98 000,,85 000 ,74 000 , 96 000,,83 000 ,73 000 , 95 000,,84 000 ,74 000 , 95 000,,84 000 ,74 000 , 95 000,,85 000 ,75 000 , 96 000,,86 000 ,76 000 , 98 000,,88 000 ,78 000 , 100 000,,89 000 ,78 000 , 100 000,,93 000 ,82 000 , 110 000,,95 000 ,84 000 , 110 000,,97 000 ,85 000 , 110 000,,99 000 ,86 000 , 110 000,,100 000 ,86 000 , 110 000,,100 000 ,87 000 , 120 000,,100 000 ,89 000 , 120 000,,110 000 ,91 000 , 120 000,,110 000 ,92 000 , 130 000,,110 000 ,92 000 , 130 000,,110 000 ,93 000 , 140 000,,120 000 ,94 000 , 150 000,,120 000 ,96 000 , 160 000,,120 000 ,96 000 , 160 000,,120 000 ,98 000 , 170 000,
Costa Rica,1400 ,1200 , 1800,,1600 ,1400 , 1900,,1800 ,1500 , 2100,,2000 ,1600 , 2300,,2100 ,1800 , 2400,,2300 ,2000 , 2600,,2500 ,2200 , 2800,,2700 ,2400 , 3000,,2900 ,2600 , 3300,,3200 ,2800 , 3500,,3500 ,3100 , 3800,,3900 ,3500 , 4200,,4300 ,3900 , 4700,,4800 ,4300 , 5200,,5300 ,4800 , 5800,,5900 ,5300 , 6400,,6500 ,5800 , 7100,,7100 ,6400 , 7700,,7700 ,7000 , 8400,,8400 ,7600 , 9100,,9200 ,8200 , 9800,,10 000 ,8900 , 11 000,,11 000 ,9700 , 12 000,,12 000 ,10 000 , 12 000,,12 000 ,11 000 , 13 000,,13 000 ,12 000 , 14 000,,14 000 ,12 000 , 15 000,,15 000 ,13 000 , 16 000,,16 000 ,14 000 , 17 000,,16 000 ,14 000 , 18 000,,17 000 ,15 000 , 19 000,,18 000 ,16 000 , 20 000,,18 000 ,16 000 , 21 000,,19 000 ,16 000 , 22 000,
Croatia,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1000,,<1000 ,<1000 , 1100,,1100 ,<1000 , 1200,,1100 ,<1000 , 1200,,1200 ,<1000 , 1300,,1300 ,1100 , 1400,,1300 ,1100 , 1500,,1400 ,1200 , 1600,,1400 ,1200 , 1600,,1500 ,1300 , 1700,,1600 ,1300 , 1800,,1600 ,1300 , 1800,,1600 ,1400 , 1900,,1700 ,1400 , 1900,,1700 ,1400 , 2000,,1700 ,1400 , 2000,,1800 ,1500 , 2000,,1800 ,1500 , 2100,
Cuba,<1000 ,<1000 , 1200,,<1000 ,<1000 , 1300,,1000 ,<1000 , 1400,,1100 ,<1000 , 1500,,1200 ,<1000 , 1600,,1400 ,<1000 , 1800,,1600 ,1100 , 2000,,2000 ,1400 , 2500,,2600 ,1900 , 3100,,3400 ,2700 , 4000,,4400 ,3600 , 5100,,5700 ,4700 , 6500,,7100 ,6000 , 8200,,8800 ,7300 , 10 000,,11 000 ,8800 , 12 000,,13 000 ,10 000 , 14 000,,14 000 ,12 000 , 16 000,,16 000 ,14 000 , 18 000,,18 000 ,16 000 , 20 000,,20 000 ,17 000 , 22 000,,22 000 ,19 000 , 24 000,,24 000 ,21 000 , 26 000,,26 000 ,22 000 , 28 000,,28 000 ,24 000 , 31 000,,29 000 ,26 000 , 33 000,,31 000 ,27 000 , 35 000,,33 000 ,29 000 , 37 000,,35 000 ,30 000 , 39 000,,36 000 ,31 000 , 40 000,,38 000 ,33 000 , 42 000,,39 000 ,34 000 , 44 000,,41 000 ,35 000 , 46 000,,42 000 ,37 000 , 48 000,,44 000 ,38 000 , 49 000,
